belongs_to_collection,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,keywords,cast,crew,ratings
,35,,2539,tt0371246,en,Spanglish,Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky a welloff couple with two children of their own When Flor admits she cant handle the schedule because of her daughter Cristina Deborah decides they should move into the Clasky home Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own and very different terms,11.202764,eXsj4d6kP5z1n9Pkk7rosX2TF9wjpg,"18,441",iso31661 US,2004-12-17,130.0,"es,en",Released,Every family has a hero,Spanglish,5.8,375.0,"213,456,641,970,1157,1650,1716,2173,2356,2568,2783,3200,3595,4034,5083,5565,5616,5625,6069,6277,9457,10707,14638,163127,170652",2539,2539,32.49398593634345
,"12,18,28",,254,tt0360717,en,King Kong,In 1933 New York an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island where they encounter Kong a giant ape who is immediately smitten with the leading lady,19.761164,iQYMVoI9QE2wQCOSrxhiBYd4v0wjpg,"11,33,68,69",iso31661 NZ,2005-12-14,187.0,en,Released,The eighth wonder of the world,King Kong,6.6,2403.0,"774,776,837,886,887,911,1299,1551,3799,12616",254,254,28.8366718027735
,"35,14",,2546,tt0054494,fr,Zazie dans le mtro,A brash and precocious tenyearold Catherine Demongeot comes to Paris for a whirlwind weekend with her rakish uncle Philippe Noiret he and the viewer get more than they bargained for however in this anarchic comedy from Louis Malle which rides roughshod over the City of Light Based on a popular novel by Raymond Queneau that had been considered unadaptable Malles audacious Zazie dans le mtro made with flair on the cusp of the French New Wave is a bit of streamofconsciousness slapstick walltowall with visual gags editing tricks and effects,3.297004,7mlqkmLAPQq5cu6FknL7GPJpnGyjpg,753,iso31661 FR,1960-10-28,89.0,fr,Released,Libert Insanit Hilarit,Zazie dans le mtro,6.6,29.0,"90,108,1552,1761,4112,4674,5768,9253",2546,2546,30.040723981900452
id 185682 name The Adventures of Antoine Doinel posterpath 66hyq0YtgBjrfT2kB1YJu33UDcyjpg backdroppath hT6f042PKqsMjt0t8vPEE7yocKjjp,"35,18,10749",,255,tt0062695,fr,Baisers vols,Baisers voles is the second of two films from the AntonieDoinelZyklus by French director Truffaut The film depicts the life of a young twenty year old man whos life revolves around casual jobs and women especially young violinist Christine Darbon Claude Jades screendebut,6.564465,5e1TrGnnBwF2cZIFUDZ63KNls5Kjpg,"53,64",iso31661 FR,1968-08-13,96.0,fr,Released,Antoine knows what he wants to do his problem is doing it,Stolen Kisses,7.4,59.0,"30,90,367,596,612,703,725,906,922,970,1406,1407,1408,1411,1735,4826,5245,5246,5742,6092,7879,34094,164889,214991",255,255,22.81138790035587
id 185682 name The Adventures of Antoine Doinel posterpath 66hyq0YtgBjrfT2kB1YJu33UDcyjpg backdroppath hT6f042PKqsMjt0t8vPEE7yocKjjp,18,,256,tt1180329,fr,Antoine et Colette,Now aged 17 Antoine Doinel works in a factory which makes records At a music concert he meets a girl his own age Colette and falls in love with her Later Antoine goes to extraordinary lengths to please his new girlfriend and her parents but Colette still only regards him as a casual friend,1.673854,wFV7tySkawvC9kBwAEuLgsmHB0ijpg,"65,66,67",iso31661 FR,1962-06-22,29.0,fr,Released,,Antoine and Colette,7.1,22.0,"30,90,633,704,725,970,1362,6029",256,256,26.855424813981656
,"14,35,878,10749",,2565,tt0099892,en,Joe Versus the Volcano,Hypochondriac Joe Banks finds out he has six months to live quits his dead end job musters the courage to ask his female coworker out on a date and is then hired to jump into a volcano by a mysterious visitor,9.019396,6VVYtZ7NzYB4jN4qhb668b5Vva3jpg,"56,6194",iso31661 US,1990-03-09,102.0,en,Released,An average Joe An adventurous comedy,Joe Versus the Volcano,5.5,150.0,"10685,173194,173195,173201,173208,173213",2565,2565,37.49020059949274
,18,,2566,tt0417189,fr,Le temps qui reste,Romain 31 a photographer learns that a malignancy may kill him within a few months Decisions treatment work how to tell his lover and his family He remembers the sea and himself as a child He stares in the mirror Hes cruel facing death he pushes people away  whats the point He visits his grandmother to tell her on the way he chats briefly with a waitress He looks at old photos visits a childhood tree house He takes pictures Returning from his grandmothers he stops for food and sees the waitress Jany again She makes a request He returns to an empty flat  his lover has left Can Janys proposition give him a way to move past selfpity,3.333665,w7d8ItIHjSFLYbPT8EDf189ISi0jpg,"104,lit Productions id 147",iso31661 FR,2005-05-16,85.0,"de,fr,en",Released,,Time to Leave,7.1,30.0,"90,658,828,1155,2401,2496,2781,3190,6622,6805,10163,10180,222114",2566,2566,22.888198757763973
,18,,2567,tt0338751,en,The Aviator,A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947 during which time he became a successful film producer and an aviation magnate while simultaneously growing more unstable due to severe obsessivecompulsive disorder,9.86738,3MKBQgIHI5DPVNvryiTesskS5mfjpg,"14,562,675,691,6194,7380,19116,54502",iso31661 US,2004-12-17,170.0,en,Released,For some men the sky was the limit For him it was just the beginning,The Aviator,7.0,1526.0,"2336,3203,5565,9094,10168,10352,33483,221446,229078",2567,2567,30.384786973009145
,"80,18,10751",httpwwwolivertwistthemoviecouk,257,tt0380599,en,Oliver Twist,Oliver Twist the modern filmed version of Charles Dickens bestseller a Roman Polanski adaptation The classic Dickens tale where an orphan meets a pickpocket on the streets of London From there he joins a household of boys who are trained to steal for their master,12.369935,ggQoLWChnmYaSdY1anfS6GqATNOjpg,"355,2979,6732",iso31661 CZ,2005-09-23,130.0,en,Released,,Oliver Twist,6.7,283.0,"212,516,542,708,714,6272,6783,9727,14819,46958,208349",257,257,34.08255726151523
,80,,25735,tt0039410,en,The Gangster,Based on the novel Low Company One of the most peculiar film noirs of the 1940s stars Barry Sullivan as a smalltime hood who suffers a mental breakdown as his big plans begin to crumble Beautiful Belita is the slumming society girlfriend who only fuels his paranoia,0.552189,t5KS9DCjscQCrNfTOVFDSpG0N5Mjpg,3760,iso31661 US,1947-11-25,84.0,en,Released,HES GOT THE TOWN BY THE THROAT,The Gangster,3.3,4.0,"11034,195402",25735,25735,32.72727272727273
,"80,18,53",,25736,tt0038854,en,The Postman Always Rings Twice,Illicit lovers plot to kill the womans older husband,5.68705,fqd1FsuGUyLnZUVpf4MQeZrbVN7jpg,8411,iso31661 US,1946-05-02,113.0,en,Released,Their Love was a Flame that Destroyed,The Postman Always Rings Twice,7.0,66.0,"9016,10738,155436,195402",25736,25736,31.458333333333332
,"18,80",,25738,tt0043625,en,He Ran All The Way,A crook on the run hides out in an innocent girls apartment,2.024833,ppxbfT6x5muhbslT50z3M6Gp6h2jpg,19760,iso31661 US,1951-06-19,77.0,en,Released,DYNAMITE hits the screen with their kind of love,He Ran All The Way,6.3,10.0,"8181,10562,14512,195402",25738,25738,34.142857142857146
,35,,25739,tt0083587,en,Lassoci,No overview found,0.000308,y8rFKNeYNh5DmRvmAWDEh9daRwNjpg,,,1979-08-22,94.0,,Released,,Lassoci,6.0,3.0,,25739,25739,31.785714285714285
,"10749,18",,2574,tt0052556,fr,Les amants,A shallow provincial wife finds her relationship with her preoccupied husband strained by romantic notions of love leading her further towards Paris and the country wilderness,2.461408,9fOUUpZccHFw9jZNn6sJI2jlYzYjpg,661,iso31661 FR,1958-09-05,90.0,fr,Released,,The Lovers,6.5,15.0,"460,1850,1927,2316,2417,2796,3182,4149,4320,6582,10183",2574,2574,26.33102580239144
id 141615 name Niko  Coleccion posterpath z4pHMEQlUBqwuYEjlkozzsZ8EyCjpg backdroppath vBxogSO7WrbRfLJg9V1YkXRrxCRjpg,"16,10751,12,18,14",,25741,tt0885415,en,Niko Lentjn poika,A young reindeer who suffers from vertigo learns to overcome his fear takes flying lessons from a clumsy flying squirrel and heads to the North pole to save a troubled Santa and his fleet of flying reindeer,2.481381,7r4Z2bDmjvTY4hHbhCQqqALS3hljpg,3922,iso31661 DK,2008-09-22,80.0,"en,fi",Released,An AllNew Holiday Movie About Santa And His Little Helpers,The Flight Before Christmas,5.4,28.0,"65,207317",25741,25741,36.30434782608695
,27,,25744,tt0891520,ja,,Legend holds that 30 years ago a suburban town was terrorized by the spirit of a woman whose horrid face had been grotesquely disfigured Roaming the streets wearing a long coat and carrying large scissors the spirit would approach her young victims and while removing the mask ask if she was pretty The victims response would almost always lead to their violent death,1.367306,5ExnBpijBtmOehMQ0BaP5VUtMCujpg,"14606,ecom id 14607,14608,14610",iso31661 JP,2007-03-16,90.0,ja,Released,,A SlitMouthed Woman,4.8,26.0,"5707,8087,9714",25744,25744,35.252100840336134
id 251383 name The Gamers Collection posterpath 6fddPG42kCQ7GVFuKZbT0RCGB7Vjpg backdroppath ub73vqZ3O4NmkViOcLapTWef882jpg,"28,35,53,10769",httpdeadgentlemencomprojectsthegamersthegamers,25745,tt0369445,en,The Gamers,Sent on a quest to rescue a princess four clueless players must guide their players through dangerous forests ancient ruins and past the girl next door,0.510359,5uRnjxNX8DCmLyvYiqLfpdaeqEsjpg,,iso31661 US,2002-11-03,48.0,en,Released,Honour Valour Gloury Dourks,The Gamers,6.7,13.0,,25745,25745,27.5
,"10751,18",,25746,tt0855852,ja,,Set in Tokyo in 1940 the peaceful life of the Nogami Family suddenly changes when the father Shigeru is arrested and accused of being a Communist His wife Kayo works frantically from morning to night to maintain the household and bring up her two daughters with the support of Shigerus sister Hisako and Shigerus exstudent Yamazaki but her husband does not return WWII breaks out and casts dark shadows on the entire country but Kayo still tries to keep her cheerful determination and sustain the family with her love This is an emotional drama of a mother and an eternal message for peace,1.208795,hjAMTJxT3MnMCzoEPJKWPaLZ2Yjpg,"3923,4868,5070,6516,7542,9177,9300,10921,11726,11846",iso31661 JP,2008-01-26,133.0,ja,Released,,Kabei Our Mother,7.1,10.0,,25746,25746,33.37078651685393
,"18,53,9648,10769",,25747,tt1173686,ko,,Eunyoung is a woman cursed with great beauty Wherever she goes she gets unwanted admiration from men and jealousy from women One day one of her stalking admirer invades her place,1.705167,bzpkiBnLLi0FixhCxrYR6hfSGezjpg,,iso31661 KR,2008-02-14,88.0,ko,Released,,Beautiful,6.6,8.0,,25747,25747,33.333333333333336
id 115225 name Children of the Corn Collection posterpath v6auJblMcNxUmZx23mQXMHmzyY3jpg backdroppath g4aK8Up5zSegesJdMYbxDcndn20jpg,27,,25748,tt0106557,en,Children of the Corn II The Final Sacrifice,Arriving in Gatlin Nebraska a newsreporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the cornstalks and try to stop them before they carry out their plans,8.357875,lqFb8Mnx9tFPUevnfbz9o2adLFwjpg,"4415,7405,15342",iso31661 US,1993-01-29,92.0,en,Released,These children are home alone too But their parents are never coming back,Children of the Corn II The Final Sacrifice,4.5,50.0,"9663,9712,10093,41002,190061",25748,25748,37.0
id 115225 name Children of the Corn Collection posterpath v6auJblMcNxUmZx23mQXMHmzyY3jpg backdroppath g4aK8Up5zSegesJdMYbxDcndn20jpg,"53,27",,25749,tt0109415,en,Children of the Corn III Urban Harvest,Two young Gatlin residents are orphaned after the younger brother kills their father The terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents in the city The younger brother takes some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse bringing He Who Walks Behind the Rows to the city,4.411511,Ajp5lVNAW0Kfi3uUlCCpIri28B8jpg,"4416,15343",iso31661 US,1995-09-12,92.0,en,Released,An Adult Nightmare is about to show its face in the heart of a city,Children of the Corn III Urban Harvest,4.7,50.0,"520,5086,5202,6158,8636,9663,10093,10842,11001,11221,14828,41002,156802,157789,178148,188989,190624,231173",25749,25749,30.0
,"18,53",,2575,tt0236784,en,The Tailor of Panama,A British spy is banished to Panama after having an affair with an ambassadors mistress Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama The tailor also has a wife who works for the Panamanian president and a huge debt The mission is to learn what the President intends to do with the Canal,6.226933,crJTnaCvzw3gCCqNSzEK6yerzJUjpg,"5,3201",iso31661 IE,2001-02-11,109.0,"en,es",Released,In a place this treacherous what a good spy needs is a spy of his own,The Tailor of Panama,6.2,97.0,"246,470,1421,1969,2407,3450,4289,8570,10103,10183,11061,15058,33501,33624",2575,2575,39.31849791376912
id 115225 name Children of the Corn Collection posterpath v6auJblMcNxUmZx23mQXMHmzyY3jpg backdroppath g4aK8Up5zSegesJdMYbxDcndn20jpg,27,,25750,tt0115885,en,Children of the Corn IV The Gathering,Grace Rhodes who is studying to be a doctor returns to her hometown as a strange illness is afflicting the local children The symptoms include a high fever and spasms but even weirder is what happens the next day All those with the illness claim they are somebody else  then they begin murdering the grownups After her sister undergoes the same sinister metamorphosis Grace comes to believe there is some connection to an evil cult figure who may be returning from the grave,7.97048,tRjeV9AZgCXGTqyvlp7Ui55Yb3ljpg,7405,iso31661 US,1996-10-08,85.0,en,Released,In a sleepy midwestern town A horrifying evil is about to rise again,Children of the Corn IV The Gathering,4.6,41.0,"798,3752,3875,9663,10103,11221,12339,14819,18072,41002",25750,25750,39.166666666666664
id 115225 name Children of the Corn Collection posterpath v6auJblMcNxUmZx23mQXMHmzyY3jpg backdroppath g4aK8Up5zSegesJdMYbxDcndn20jpg,"27,53",,25751,tt0150111,en,Children of the Corn V Fields of Terror,Six college students take a wrong turn and find themselves lost in a strangely deserted rural town only to discover that this deceptively quiet place hides a murderous cult of children controlled by evil forces Yet even as bodies begin cropping up all around them the young friends decide to stay and rescue the children or die trying,6.132346,w3ZOi0jbHNEQ26MEt1X3XCJzBYejpg,er Pictures id 2623,iso31661 US,1998-06-21,83.0,en,Released,In a deserted town The terror continues,Children of the Corn V Fields of Terror,3.8,32.0,"5808,10103",25751,25751,36.1764705882353
id 115225 name Children of the Corn Collection posterpath v6auJblMcNxUmZx23mQXMHmzyY3jpg backdroppath g4aK8Up5zSegesJdMYbxDcndn20jpg,"27,9648",,25752,tt0177625,en,Children of the Corn 666 Isaacs Return,A girl called Hannah goes back to her hometown Gatlin to find out who her mother but on the way she picks up a strange man who foreshadows her life with a passage from the bible When she gets there she wakes up Isaac from a coma he has been in for 19 years Isaac is awake and wants to fulfill the final prophecy,11.091559,cAoLi0dxRZwA20LUzTTGN3Xn39Yjpg,er Pictures id 2623,iso31661 US,1999-10-19,82.0,en,Released,The Latest  Most Horrifying Chapter,Children of the Corn 666 Isaacs Return,3.5,31.0,"236,732,3544,9663,187056",25752,25752,36.260162601626014
id 115225 name Children of the Corn Collection posterpath v6auJblMcNxUmZx23mQXMHmzyY3jpg backdroppath g4aK8Up5zSegesJdMYbxDcndn20jpg,27,,25753,tt0279730,en,Children of the Corn Revelation,When a girl named Jamie repeatedly tries to contact her grandmother to no avail she investigates by going to her apartment in Omaha Nebraska  only to find that its been condemned and overtaken by possessed children As she digs deeper she discovers a dark secret about her grandmother and awakens a dark demonic force that wants Jamie dead and will stop at nothing,2.58429,sL3ZaPFwgkfn9KuIsh861zsPX0Yjpg,"2811,19576",iso31661 CA,2001-10-09,82.0,en,Released,The AllNew TerrorFilled Chapter,Children of the Corn Revelation,3.7,24.0,"2340,2483,9663,14601,41002,160153,175261",25753,25753,38.278301886792455
,"35,18,14,10749,878",,25755,tt0444778,th,,Follow the life of Pod as he moves to Bangkok from the country Pods new life starts with getting a job loosing a finger and dreaming about a girl A movie were nothing is impossible and just because you get killed by raining red helmets doesnt mean you have to stop driving motorcycle taxi,1.147208,lLctUKeXhi5LB7GAuajZBwV6g7Hjpg,"7173,9142,79086",iso31661 TH,2004-12-12,100.0,"en,zh,th",Released,,Citizen Dog,6.7,12.0,"818,992,1262,1382,3432,5344,9887,13008,15162,227307",25755,25755,35.37344398340249
,"28,35,53",,25757,tt0361462,en,Comic Book The Movie,A host of reallife celebrities  including Hugh Hefner Stan Lee and Kevin Smith  journey into the world of comic book fandom Documentary filmmaker Donald Swan heads to the worlds largest comic book convention where he encounters a culture of craziness that hes totally unprepared for,0.590192,sFhYzO4paLxj2XchQv8fmYTwlvyjpg,4419,,2004-01-27,106.0,en,Released,,Comic Book The Movie,6.0,2.0,,25757,25757,29.557522123893804
,"18,36",,2576,tt0052738,en,The Diary of Anne Frank,The true harrowing story of a young Jewish girl who with her family and their friends is forced into hiding in an attic in Nazioccupied Amsterdam,5.733434,pVGkjGZQvY5dgqEqKJilFBlPYXDjpg,"306,13579",iso31661 US,1959-03-18,180.0,"en,de",Released,,The Diary of Anne Frank,7.3,79.0,"1739,1956,2913,5565,6091,11508,14659,18035,189422",2576,2576,26.875
,"28,12,878",,25763,tt0075909,en,Damnation Alley,A small group of survivors at a military installation who survived World War 3 attempt to drive across the desolate wasteland to where they hope more survivors are living Hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way,2.217704,iHlGDgaw8jJCs5CUQ9oHuHdjqoHjpg,306,iso31661 US,1977-09-10,91.0,"es,en",Released,,Damnation Alley,5.0,27.0,"818,2964,4458,6091,7325,14735,159245,194713,196367",25763,25763,38.55769230769231
,"10749,35",,25764,tt0473028,ko,,Based on the popular Internet novel the film takes place in a school renowned for its sexual aberrations The student body is comprised of sexually ambiguous teenagers and the student president and vicepresent flaunt their taste for SampM Independent study and supplementary classes are done on homosexuality and transgenderism But amidst this environment there are some that just cant adapt,1.45696,7xbxwhVxhJ06vgRg86FJlrjGRsAjpg,4421,iso31661 KR,2006-08-10,103.0,ko,Released,,Dasepo Naughty Girls,5.6,8.0,"186,188,237,246,699,1930,2560,3149,6270,6373,6733,6935,9717,9888,12987,17975,33451,155707,155722,158540,158752,161893,172789,196478,197307,197314,197316,197319,197320,197321,197322",25764,25764,38.484848484848484
,"35,18,10749",,25767,tt0053877,en,The Grass Is Greener,Victor and Hillary are down on their luck to the point that they allow tourists to take guided tours of their castle But Charles Delacro a millionaire oil tycoon visits and takes a liking to more than the house Soon Hattie Durant gets involved and they have a good old fashioned love triangle,4.074783,jlHA51o8mrDvIddOskmuuKSmBwKjpg,4448,iso31661 GB,1960-12-23,104.0,en,Released,Ever See a FourSided Triangle,The Grass Is Greener,5.5,24.0,"11513,33626,156706",25767,25767,33.81578947368421
,"28,35",,25768,tt0019421,en,Steamboat Bill Jr,The just out of college effete son of a nononsense steamboat captain comes to visit his father whom hes not seen since he was little,7.518657,soiHOVFz0LiuZEbbj7Aom7wDCJ4jpg,12190,iso31661 US,1928-02-14,70.0,,Released,The Laugh Special of the Age See It,Steamboat Bill Jr,7.9,66.0,"1261,1935,5490,9890,11073,34130,34268,154802,158192,165551,180574,188351,196682,209197,232700,238540,238541,238542,238543,238544",25768,25768,35.0
,"28,18,27,878,53",,25769,tt0806203,en,Carriers,Four friends fleeing a viral pandemic soon learn they are more dangerous than any virusA deadly virus has spread across the globe Contagion is everywhere no one is safe and no one can be trusted Four young attractive people race through the back roads of the American West to the pounding beat of a vacation soundtrack Their aim is to retreat to secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic and survive the apocalyptic disease Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal the fate of each of them in an inexorable and horrifying voyage of hell through a western landscape populated by only the hideous dead or the twi,8.153954,6DM0qexULlnAIteeApZiChneuvLjpg,"838,1785,4482,10059",iso31661 US,2009-09-04,84.0,en,Released,The rules are simple You break them you die,Carriers,5.8,288.0,"966,1333,4884,10349,11131,14673,14782,188957,188973",25769,25769,38.812664907651715
,"18,10749,878,53",,2577,tt0345061,en,Code 46,A futuristic Brief Encounter a love story in which the romance is doomed by genetic incompatibility,6.101401,lOEo7iG0FV6mxpvl8IQoSvsGSC3jpg,288,iso31661 GB,2003-09-02,92.0,en,Released,How do you solve a crime when the last thing you want to know is the truth,Code 46,6.2,116.0,"2350,2682,2964,3973,4565",2577,2577,32.088353413654616
,"37,35",,25770,tt0012543,en,The Paleface,A butterfly collector unwittingly wanders into an Indian encampment while chasing a butterfly This tribe has resolved to kill the first white man who enters their encampment because white oil tycoons are trying to force them from their land The Indian warriors give chase to Keaton who ingeniously escapes their efforts to kill him As a result Keaton eventually becomes accepted by the tribe and given the title Little Chief Paleface He subsequently leads the tribes effort to stop the oil tycoons from displacing them from their land,1.114303,1E0bHCxwnbnlKHHgpyrnIQNOCCOjpg,12190,iso31661 US,1922-01-01,20.0,,Released,,The Paleface,6.4,15.0,"10322,154802",25770,25770,35.416666666666664
,"10402,99",,25771,tt0069090,en,Pink Floyd Live at Pompeii,Stylish film of the British progressive rock band Pink Floyd in 1971 performing a concert with no audience in the ancient Roman Amphitheatre in the ruins of Pompeii Italy Songs are interspersed with interviews and footage of Pink Floyd in the studio working on their next album the legendary Dark Side of the Moon,5.855108,urrY4fDVu4GiU4f5bJeamm0XkGdjpg,,iso31661 BE,1972-08-31,85.0,en,Released,More Than a Movie An Explosive Cinema Concert,Pink Floyd Live at Pompeii,8.3,35.0,"5288,6029,157954,180473,217319,217320",25771,25771,37.86852589641434
,18,,25773,tt0082175,en,The Chosen,The Chosen follows the story of two teenage boys determined to remain friends despite the deep differences between their two families Set in New York during the 1940s this provocative film follows the son of an orthodox rabbi and the son of a secular father raised to question everything around him including his religion A moving coming of age story,0.888234,xP0dvNzcL8krJkY2EAeE0rl88kjpg,31465,iso31661 US,1981-08-20,105.0,en,Released,,The Chosen,7.3,6.0,6054,25773,25773,35.50218340611354
,"35,10769",,25774,tt1056422,en,Fados,A drama steeped in Portugals Fado music culture,0.153843,8Zr6n8hBJPUFjrNW9jKxqtzKRm1jpg,,,2007-12-31,90.0,,Released,,Fados,6.7,3.0,"4344,10183",25774,25774,35.75555555555555
id 25542 name An American Girl Collection posterpath 5JpcRXXuFSgYUgtSKvcdQE9LaMSjpg backdroppath 1jt2T8oHR1NlzXr7TmSp0Ly9m9Djpg,"28,18,10751,53",httpwwwamericangirlcommoviefelicityindexphp,25778,tt0460793,en,Felicity An American Girl Adventure,PreAmerican Revolution Virginian girl whose love for the outdoors leads to the friendship of a lifetime Felicity loves horses and though her parents plead with her to remain indoors she years to ride the open plains When Felicity comes into contact with a beautiful mare which has suffered at the hands of its callous owner she takes it upon herself to care for the creature,0.986942,5JpcRXXuFSgYUgtSKvcdQE9LaMSjpg,,,2005-11-29,86.0,en,Released,,Felicity An American Girl Adventure,4.5,4.0,187056,25778,25778,32.608695652173914
,99,,25783,tt0342213,en,Comandante,Documentary on the directors meeting with Castro,1.090011,iDj5TnxT7Ao0wYcVIh3wvXdpLNejpg,"10031,14914,50800,71379",iso31661 ES,2003-02-14,99.0,"en,es",Released,,Comandante,7.1,15.0,"7936,7937,8658",25783,25783,30.555555555555557
id 25542 name An American Girl Collection posterpath 5JpcRXXuFSgYUgtSKvcdQE9LaMSjpg backdroppath 1jt2T8oHR1NlzXr7TmSp0Ly9m9Djpg,"18,10751",,25786,tt0412366,en,Samantha An American Girl Holiday,Kindhearted Samantha Parkingtons world starts to change the day Nellie OMalley walks into her life Nellie her father and her two little sisters have moved in next door to be servants for the Ryland family Though they come from completely different backgrounds Samantha and Nellie become fast friends The girls turn to each other in happiness and sorrow adventure and danger,5.436026,gsNouWVRQIjr7uSoolVCUikhAtljpg,,,2004-11-23,86.0,en,Released,,Samantha An American Girl Holiday,4.6,9.0,,25786,25786,34.333333333333336
,18,,25787,tt0046143,en,One Girls Confession,Cleo Moore stars as Mary Adams whose first step on the road to ruin is a 25000 robbery Mary hides the money then confesses to the crime secure in the belief that she can dig up the loot upon her release from prison,0.41406,69tCYdHPxtSYU3HswBZyZQ3wxF6jpg,5296,iso31661 US,1953-04-06,74.0,en,Released,I confess Im the kind of girl every man wants  but shouldnt marry,One Girls Confession,5.5,2.0,"11034,14669",25787,25787,32.0
,"28,18,53",,25789,tt0186804,en,Aftershock Earthquake in New York,New York the city that never sleeps is trapped in a nightmare of horror and destruction when a massive earthquake rocks the unsuspecting city Countless lives are lost families are torn apart and chaos runs rampant as the mayor and former Fire Chief race to enact a citywide emergency plan An incredible story of undying courage in the face of unimaginable human tragedy,6.930899,u48Lr5cecAbnky0e8v03ABwErFAjpg,,iso31661 US,1999-11-19,170.0,"en,fr",Released,,Aftershock Earthquake in New York,4.4,12.0,"242,3521,10614,10616,10617",25789,25789,36.911764705882355
,18,httpwwwweareallpreciouscom,25793,tt0929632,en,Precious,Set in Harlem in 1987 Claireece Precious Jones is a 16yearold African American girl born into a life no one would want Shes pregnant for the second time by her absent father at home she must wait hand and foot on her mother an angry woman who abuses her emotionally and physically School is chaotic and Precious has reached the ninth grade with good marks and a secretshe cant read,8.293548,bQFHC0GHs1vE6GabCK6TTGX7Zaqjpg,4424,iso31661 US,2009-11-06,110.0,"en,it",Released,Life is hard Life is short Life is painful Life is rich Life isPrecious,Precious,6.9,426.0,"740,2073,4528,8650,9903,10873,12544,14735",25793,25793,36.76086956521739
,"28,12,80,18,10769",,25795,tt0815457,en,Ladrones,The main character is a nameless boy Juan Jose Ballesta who was taught to steal wallets by his absent mother He is able to do the trick effortlessly using his earnings to survive while he looks for his mom As he runs into an antique store owner he might have found a trace that will lead to her First however he will have to pull off a few jobs for the store owner and he cant do it alone enter a nameless girl Maria Valverde who gets to learn all the secret techniques the young boy has been using all his life,0.717736,zPlDohzB9jWdcVRcn1tmsoUuo5Bjpg,2029,iso31661 ES,2007-08-08,105.0,es,Released,,Thieves,6.8,4.0,3430,25795,25795,36.802721088435376
,"35,18,10749",,25796,tt0120318,en,That Old Feeling,A brides divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlyweds honeymoon,1.954656,tKvnzlzNJK0f1abseNPupFF3s36jpg,"33,8855,10535,27128",iso31661 US,1997-04-04,105.0,"en,fr",Released,It was the perfect wedding except for two things the brides parents,That Old Feeling,7.1,15.0,"3582,4317,13027,159947",25796,25796,26.0
,"35,10751,14,878",,25797,tt0279231,nl,Minoes,A cat who turns into a young woman helps a journalist protect their town from a factory boss with an evil plan,3.642711,37pkYtmLY58udyTGI0JhXwgDTXkjpg,"4313,30636",iso31661 NL,2001-12-06,86.0,nl,Released,always listen to your felines,Miss Minoes,6.5,21.0,"818,977,1881,1919,4375,11500,12193,15219,41538",25797,25797,35.99009900990099
id 185682 name The Adventures of Antoine Doinel posterpath 66hyq0YtgBjrfT2kB1YJu33UDcyjpg backdroppath hT6f042PKqsMjt0t8vPEE7yocKjjp,"35,18,10749",,258,tt0065651,fr,Domicile Conjugal,Bed and Board depicts Christine and Antoine having just gotten married yet things fall apart as they are unfaithful,11.97502,x0IRPIQsjESTJaxwKlwNZof8siGjpg,"72,a cinematografica id 73",iso31661 FR,1970-08-31,100.0,fr,Released,,Bed and Board,7.2,39.0,"90,596,906,907,996,1228,1326,1411,1850,1904,2176,2587,2699,4721,5809,7100,7307,10183,13149,14534,15160,34094",258,258,26.3265306122449
,"10769,35,18",,25801,tt0305173,en,Aamdani Atthanni Kharcha Rupaiya,Jhoomri and her husband Bhimsha move into a new neighbourhood Their immediate neighbours are three squabbling couples namely Vijay and Anjali who are newly married Appu Khote and Vimla who are married and have 4 children and Ravi and Meena who are also married and have one child With their wages unable to keep up with inflation and high cost of living unable to pay even rent to the landlord BK Kakkad the wives decide to seek employment to augment their income with hilarious results from their spouses who will go to any extent to keep their wives at home even if means to bring a dancing girl home to cook and look after the children,0.274767,1lPqDluWLYdQVPkfG3Hj3Iq2L1ojpg,,iso31661 IN,2001-12-21,141.0,,Released,,Aamdani Atthanni Kharcha Rupaiya,4.9,5.0,,25801,25801,29.636363636363637
